num_ratings,num_reviews,title,series,Root
217873,3835,"
      Much Ado About Nothing
",0,undefined
85496,5357,"
      Ishmael
",1,undefined
695355,10520,"
      The Return of the King
",1,undefined
55504,3684,"
      Acheron
",1,undefined
104186,5170,"
      Lady Chatterley's Lover
",0,undefined
448326,29806,"
      The Elite
",1,undefined
248586,8209,"
      Silence
",1,undefined
136197,4426,"
      Nine Stories
",0,undefined
535405,18935,"
      Persuasion
",0,undefined
317952,15898,"
      I Am Number Four
",1,undefined
341246,25694,"
      Cutting for Stone
",0,undefined
249411,5752,"
      Dead to the World
",1,undefined
405058,13976,"
      Into Thin Air: A Personal Account of the Mount Everest Disaster
",0,undefined
156240,16100,"
      The Unbecoming of Mara Dyer
",1,undefined
50094,1324,"
      You Are Special
",1,undefined
131629,6149,"
      Far From the Madding Crowd
",0,undefined
170699,15776,"
      Angelfall
",1,undefined
259838,4514,"
      Little House on the Prairie
",1,undefined
283206,7820,"
      The Horse and His Boy
",1,undefined
67817,7705,"
      The Bronze Horseman
",1,undefined
190784,7801,"
      Sabriel
",1,undefined
65465,224,"
      The Zombie Room
",0,undefined
20478,609,"
      Being and Time
",0,undefined
86146,8653,"
      I Capture the Castle
",0,undefined
629990,20424,"
      A Christmas Carol
",0,undefined
136750,10072,"
      The Goose Girl
",1,undefined
154049,16714,"
      The Darkest Minds
",1,undefined
259182,22265,"
      Queen of Shadows
",1,undefined
309288,17375,"
      The Last Lecture
",0,undefined
157282,3837,"
      Twelfth Night
",0,undefined
143275,16170,"
      Ignite Me
",1,undefined
126260,5142,"
      The Hours
",0,undefined
113240,2582,"
      The Glass Menagerie
",0,undefined
129844,5726,"
      Invisible Monsters
",0,undefined
158763,7117,"
      Wicked Lovely
",1,undefined
410125,17066,"
      The Bad Beginning
",1,undefined
237533,6038,"
      Little House in the Big Woods
",1,undefined
342912,8652,"
      P.S. I Love You
",1,undefined
205477,11536,"
      World Without End
",1,undefined
212651,8220,"
      Drums of Autumn
",1,undefined
491116,51517,"
      We Were Liars
",0,undefined
195145,8500,"
      Hyperion
",1,undefined
167065,3529,"
      Hunted
",1,undefined
100086,4549,"
      The Last Unicorn
",1,undefined
160064,3856,"
      The Merchant of Venice
",0,undefined
282084,31447,"
      The Raven Boys
",1,undefined
738449,61917,"
      The Goldfinch
",0,undefined
213178,16347,"
      Slammed
",1,undefined
330671,13278,"
      The Red Pyramid
",1,undefined
136163,6526,"
      The Bean Trees
",1,undefined
229260,7925,"
      Speaker for the Dead
",1,undefined
153475,8179,"
      No Country for Old Men
",0,undefined
72691,2110,"
      Cyrano de Bergerac
",0,undefined
257019,30975,"
      The Song of Achilles
",0,undefined
162326,10893,"
      Interpreter of Maladies
",0,undefined
171166,10865,"
      The Westing Game
",0,undefined
172282,4475,"
      Julius Caesar
",1,undefined
59559,2656,"
      All the King's Men
",0,undefined
150197,5445,"
      Anne of Avonlea
",1,undefined
175258,6656,"
      Lover Eternal
",1,undefined
82256,7903,"
      Peace Like a River
",0,undefined
116058,13352,"
      A Dog's Purpose
",1,undefined
5237,36,"
      Finding Hope in the Darkness of Grief: Spiritual Insights Expressed Through Art, Poetry and Prose
",0,undefined
342289,11391,"
      The Art of War
",0,undefined
169005,14008,"
      We Need to Talk About Kevin
",0,undefined
216695,34584,"
      A Monster Calls
",0,undefined
246193,5554,"
      The Silver Chair
",1,undefined
738989,11161,"
      The Two Towers
",1,undefined
85742,4455,"
      The Wasp Factory
",0,undefined
148534,11894,"
      Poison Study
",1,undefined
45679,2480,"
      Mythology
",0,undefined
139520,2303,"
      The Queen of the Damned
",1,undefined
361034,12757,"
      The Secret
",1,undefined
459418,26265,"
      The Scorch Trials
",1,undefined
223408,10260,"
      Inheritance
",1,undefined
94215,4339,"
      One Day in the Life of Ivan Denisovich
",0,undefined
124557,10309,"
      The Eyre Affair
",1,undefined
207143,3879,"
      Left Behind
",1,undefined
300957,20469,"
      Before I Fall
",0,undefined
158554,16989,"
      The Knife of Never Letting Go
",1,undefined
109033,3490,"
      The Talisman
",1,undefined
975464,17234,"
      Sense and Sensibility
",0,undefined
565314,19416,"
      The Memory Keeper's Daughter
",0,undefined
261106,20129,"
      Where She Went
",1,undefined
358383,7443,"
      Prince Caspian
",1,undefined
182358,10889,"
      Gone
",1,undefined
91491,3895,"
      Native Son
",0,undefined
99376,6762,"
      Shadowfever
",1,undefined
993021,29682,"
      Night
",1,undefined
76157,4870,"
      The Killer Angels
",1,undefined
148801,4464,"
      Seabiscuit: An American Legend
",0,undefined
161395,10571,"
      Darkfever
",1,undefined
123721,11069,"
      The History of Love
",0,undefined
60561,3397,"
      Foucault's Pendulum
",0,undefined
39769,3260,"
      Gravity's Rainbow
",0,undefined
137836,7953,"
      The Blind Assassin
",0,undefined
74464,4446,"
      Possession
",0,undefined
322760,31047,"
      Scarlet
",1,undefined
218214,13095,"
      Words of Radiance
",1,undefined
120289,4975,"
      I Am Legend and Other Stories
",0,undefined
402065,4766,"
      The Bourne Identity
",1,undefined
126989,4118,"
      House of Sand and Fog
",0,undefined
214718,27733,"
      Crooked Kingdom
",1,undefined
235549,10368,"
      Pretties
",1,undefined
198867,5816,"
      A People's History of the United States
",0,undefined
76473,6221,"
      If on a Winter's Night a Traveler
",0,undefined
248840,9923,"
      A Wizard of Earthsea
",1,undefined
314419,9191,"
      A Brief History of Time
",0,undefined
173849,3452,"
      Oedipus Rex
",1,undefined
124299,9504,"
      The Left Hand of Darkness
",1,undefined
120326,5051,"
      Alanna: The First Adventure
",1,undefined
80106,2053,"
      Rosencrantz and Guildenstern Are Dead
",0,undefined
491510,14981,"
      One for the Money
",1,undefined
320796,6413,"
      John Adams
",0,undefined
122129,4956,"
      Lover Unbound
",1,undefined
262115,24210,"
      I'll Give You the Sun
",0,undefined
173427,16314,"
      The Haunting of Hill House
",0,undefined
155152,4117,"
      Watchers
",0,undefined
208507,18273,"
      1Q84
",1,undefined
112297,2255,"
      The Night Before Christmas
",0,undefined
285004,26995,"
      Cress
",1,undefined
171922,15533,"
      Champion
",1,undefined
241993,10200,"
      Assassin's Apprentice
",1,undefined
80881,2247,"
      The Yellow Wallpaper and Other Stories
",0,undefined
143075,5556,"
      A Breath of Snow and Ashes
",1,undefined
48421,2939,"
      The Magus
",0,undefined
96928,2429,"
      Night Watch
",1,undefined
479821,37275,"
      Inferno
",1,undefined
226385,13703,"
      Oryx and Crake
",1,undefined
178855,8245,"
      Veronika Decides to Die
",1,undefined
154748,3429,"
      Tempted
",1,undefined
177343,7332,"
      The Fiery Cross
",1,undefined
174393,9219,"
      A Heartbreaking Work of Staggering Genius
",0,undefined
177327,7526,"
      I'd Tell You I Love You, But Then I'd Have to Kill You
",1,undefined
634011,7454,"
      The Sisterhood of the Traveling Pants
",1,undefined
19814,205,"
      Brainwalker
",0,undefined
77785,2844,"
      Corelli's Mandolin
",0,undefined
70485,3663,"
      Jitterbug Perfume
",0,undefined
100288,6331,"
      Prodigal Summer
",0,undefined
232692,15068,"
      The Lies of Locke Lamora
",1,undefined
39457,2320,"
      The Magic Mountain
",0,undefined
58073,2177,"
      Papillon
",1,undefined
76600,6032,"
      The Book of Mormon: Another Testament of Jesus Christ
",0,undefined
734488,66235,"
      The Nightingale
",0,undefined
95278,1750,"
      Howl and Other Poems
",0,undefined
768161,29581,"
      City of Ashes
",1,undefined
130574,5839,"
      The Big Sleep
",1,undefined
192704,7190,"
      From the Mixed-Up Files of Mrs. Basil E. Frankweiler
",0,undefined
118178,4844,"
      The Sirens of Titan
",0,undefined
152803,18179,"
      The Elegance of the Hedgehog
",0,undefined
119300,3239,"
      Cosmos
",0,undefined
5095,27,"
      Matching Configurations
",1,undefined
24540,1025,"
      Grimm's Fairy Tales
",1,undefined
254900,7534,"
      Odd Thomas
",1,undefined
216473,4359,"
      Message in a Bottle
",0,undefined
69383,3828,"
      Bury My Heart at Wounded Knee: An Indian History of the American West
",0,undefined
207583,15426,"
      Prodigy
",1,undefined
203325,7128,"
      Twenty Thousand Leagues Under the Sea
",1,undefined
235995,11484,"
      The No. 1 Ladies' Detective Agency
",1,undefined
218816,28056,"
      Carry On
",1,undefined
45313,1844,"
      The Power of Myth
",1,undefined
95796,4908,"
      Glass Houses
",1,undefined
156187,7361,"
      The Alienist
",1,undefined
123799,4627,"
      Lover Revealed
",1,undefined
53270,2847,"
      Love Story
",1,undefined
179227,9613,"
      The Bluest Eye
",0,undefined
656118,12491,"
      Confessions of a Shopaholic
",1,undefined
88799,2468,"
      Ivanhoe
",1,undefined
55553,4524,"
      Angle of Repose
",0,undefined
225789,5524,"
      Club Dead
",1,undefined
8782,25,"
      Quantum Roots
",1,undefined
669094,19107,"
      Emma
",0,undefined
142394,11283,"
      The Edge of Never
",1,undefined
6628,34,"
      The Awakening: Fate in Motion
",0,undefined
725746,16510,"
      Freakonomics: A Rogue Economist Explores the Hidden Side of Everything
",1,undefined
156754,5274,"
      Ender's Shadow
",1,undefined
154549,6981,"
      Walk Two Moons
",0,undefined
95745,3274,"
      The Shell Seekers
",0,undefined
106396,4035,"
      Lover Avenged
",1,undefined
109357,8634,"
      Princess Academy
",1,undefined
108169,2822,"
      The Aeneid
",0,undefined
519866,39482,"
      To All the Boys I've Loved Before
",1,undefined
95920,4845,"
      A Canticle for Leibowitz
",1,undefined
537725,60243,"
      The Hate U Give
",1,undefined
240219,7002,"
      Living Dead in Dallas
",1,undefined
159619,9519,"
      The Corrections
",0,undefined
138124,6214,"
      The Witch of Blackbird Pond
",0,undefined
133322,9299,"
      Anthem
",0,undefined
187120,12946,"
      The Omnivore's Dilemma: A Natural History of Four Meals
",0,undefined
263047,15005,"
      Under the Dome
",0,undefined
177862,15994,"
      Unravel Me
",1,undefined
20813,933,"
      Collected Fictions
",0,undefined
117610,10091,"
      Rubinrot
",1,undefined
87914,3938,"
      Song of Solomon
",0,undefined
346608,23138,"
      The Death Cure
",1,undefined
134855,2590,"
      The Story of My Life
",0,undefined
570099,9514,"
      Digital Fortress
",0,undefined
84346,1114,"
      The Jungle Books
",1,undefined
104126,7194,"
      Something Wicked This Way Comes
",1,undefined
291364,17554,"
      One Day
",0,undefined
688623,11506,"
      Macbeth
",0,undefined
17431,82,"
      Shot Down: The True Story of Pilot Howard Snyder and the Crew of the B-17 Susan Ruth
",0,undefined
641975,15983,"
      How to Win Friends and Influence People
",0,undefined
156123,9626,"
      Linger
",1,undefined
2187130,111128,"
      The Girl on the Train
",0,undefined
61209,5887,"
      Geek Love
",0,undefined
74242,2881,"
      The Portrait of a Lady
",0,undefined
100303,5365,"
      Cryptonomicon
",0,undefined
80297,3237,"
      Howards End
",0,undefined
65381,3259,"
      Jude the Obscure
",0,undefined
211543,9171,"
      Because of Winn-Dixie
",0,undefined
165941,10370,"
      Fire
",1,undefined
107397,6310,"
      Hard-Boiled Wonderland and the End of the World
",0,undefined
225426,5702,"
      Holy Bible: King James Version
",0,undefined
36371,2777,"
      My Name Is Asher Lev
",1,undefined
276298,16414,"
      The Hero of Ages
",1,undefined
169757,2830,"
      One Fish, Two Fish, Red Fish, Blue Fish
",0,undefined
493741,48563,"
      The Ocean at the End of the Lane
",0,undefined
216999,10757,"
      It's Kind of a Funny Story
",0,undefined
138452,6691,"
      Death on the Nile
",1,undefined
117630,3887,"
      The Moon Is a Harsh Mistress
",0,undefined
258269,25685,"
      Red Rising
",1,undefined
237457,12123,"
      The Namesake
",0,undefined
210102,20594,"
      Empire of Storms
",1,undefined
50630,2609,"
      Ficciones
",0,undefined
300839,27710,"
      Still Alice
",0,undefined
189107,6106,"
      Choke
",0,undefined
167823,14993,"
      The Invention of Hugo Cabret
",0,undefined
323909,9870,"
      The Color of Magic
",1,undefined
457655,24318,"
      An Abundance of Katherines
",0,undefined
62675,5089,"
      Battle Royale
",0,undefined
196569,5730,"
      Starship Troopers
",0,undefined
193882,19517,"
      The Passage
",1,undefined
117176,5546,"
      Mary Poppins
",1,undefined
144840,8463,"
      Finale
",1,undefined
43260,4136,"
      Gift from the Sea
",0,undefined
89035,4518,"
      The Sorrows of Young Werther
",0,undefined
107756,2965,"
      Antigone
",1,undefined
109963,3347,"
      The Awakening
",1,undefined
58336,4767,"
      Dandelion Wine
",1,undefined
109870,3656,"
      Survivor
",0,undefined
81104,6758,"
      Revolutionary Road
",0,undefined
100612,2979,"
      Small Gods
",1,undefined
111580,3628,"
      The Reckoning
",1,undefined
141892,14281,"
      I Am the Messenger
",0,undefined
47906,727,"
      The Poetry of Robert Frost
",0,undefined
110813,5538,"
      Ethan Frome
",0,undefined
89228,3254,"
      Nausea
",0,undefined
98377,4051,"
      Cold Sassy Tree
",0,undefined
228857,18027,"
      On Writing: A Memoir of the Craft
",0,undefined
60450,2460,"
      Forrest Gump
",1,undefined
2847,244,"
      The Trigger: Hunting the Assassin Who Brought the World to War
",0,undefined
890,220,"
      گم شده ای در مه
",0,undefined
168918,8512,"
      Shutter Island
",0,undefined
65733,7370,"
      The Sparrow
",1,undefined
92106,1847,"
      Exodus
",0,undefined
928712,51780,"
      The Glass Castle
",0,undefined
543607,10775,"
      The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change
",0,undefined
169053,11927,"
      Walking Disaster
",1,undefined
116105,4974,"
      Tender Is the Night
",0,undefined
83218,4561,"
      The Bridges of Madison County
",0,undefined
194780,18652,"
      The Forgotten Garden
",0,undefined
237349,5964,"
      The Restaurant at the End of the Universe
",1,undefined
188652,7059,"
      Around the World in Eighty Days
",1,undefined
145643,8310,"
      Gabriel's Inferno
",1,undefined
91998,4862,"
      Dreamfever
",1,undefined
58823,1721,"
      The Hotel New Hampshire
",0,undefined
302644,33170,"
      Simon vs. the Homo Sapiens Agenda
",1,undefined
171784,7987,"
      Specials
",1,undefined
109464,6432,"
      The Golden Lily
",1,undefined
94390,5810,"
      Wild Swans: Three Daughters of China
",0,undefined
45343,5551,"
      The Gargoyle
",1,undefined
58620,4276,"
      Daughter of the Forest
",1,undefined
57751,2358,"
      Illusions: The Adventures of a Reluctant Messiah
",1,undefined
202480,5146,"
      Mort
",1,undefined
227409,11779,"
      A Million Little Pieces
",0,undefined
194271,4052,"
      Definitely Dead
",1,undefined
102088,4420,"
      Kane and Abel
",1,undefined
211117,15816,"
      The Blood of Olympus
",1,undefined
313885,10414,"
      Reflected in You
",1,undefined
132378,3833,"
      Mystic River
",0,undefined
78512,9719,"
      The Sea of Tranquility
",1,undefined
39188,2194,"
      Absalom, Absalom!
",0,undefined
44784,2676,"
      Pale Fire
",0,undefined
151100,5866,"
      The Dark Tower
",1,undefined
93934,13723,"
      The Story of Edgar Sawtelle
",0,undefined
95813,3820,"
      One Foot in the Grave
",1,undefined
104395,4301,"
      Lover Mine
",1,undefined
209268,4076,"
      Dead as a Doornail
",1,undefined
48544,1873,"
      The Millennium Trilogy (Millennium Trilogy, #1-3)
",1,undefined
279967,27874,"
      A Court of Wings and Ruin
",1,undefined
550279,35588,"
      Sapiens: A Brief History of Humankind
",0,undefined
1588,166,"
      Chasing the Devil: The Search for Africa's Fighting Spirit
",0,undefined
146086,3248,"
      Burned
",1,undefined
134787,5707,"
      Guilty Pleasures
",1,undefined
251436,11286,"
      The City of Ember
",1,undefined
2437,194,"
      انتحار فاشل
",0,undefined
63521,4076,"
      Orlando
",0,undefined
2095,142,"
      العصبي
",0,undefined
57157,1254,"
      Requiem for a Dream
",0,undefined
127729,8285,"
      Crank
",1,undefined
333422,34287,"
      Shadow and Bone
",1,undefined
127889,9431,"
      Opal
",1,undefined
340447,3168,"
      The Hunt for Red October
",1,undefined
340447,3168,"
      The Hunt for Red October
",,
64732,2334,"
      Holy Bible: New International Version
",0,undefined
331114,10184,"
      The Lucky One
",0,undefined
331114,10184,"
      The Lucky One
",,
48852,7014,"
      84, Charing Cross Road
",0,undefined
136787,11357,"
      House of Leaves
",0,undefined
86245,4693,"
      The House of Mirth
",0,undefined
220958,14765,"
      Pandemonium
",1,undefined
76797,3267,"
      The Fall
",0,undefined
85707,3590,"
      Naked Lunch
",0,undefined
82198,2035,"
      The Agony and the Ecstasy
",0,undefined
14850,1402,"
      How Green Was My Valley
",0,undefined
73369,2937,"
      The Bonfire of the Vanities
",0,undefined
62688,1917,"
      Factotum
",0,undefined
131187,7445,"
      The Long Walk
",0,undefined
75290,2857,"
      Still Life with Woodpecker
",0,undefined
96999,3126,"
      A Connecticut Yankee in King Arthur's Court
",0,undefined
61673,2179,"
      Night World, No. 1
",1,undefined
74459,5256,"
      Beauty: A Retelling of the Story of Beauty and the Beast
",1,undefined
240197,3759,"
      Where the Heart Is
",0,undefined
180434,19694,"
      Ugly Love
",1,undefined
352223,18386,"
      A Walk in the Woods: Rediscovering America on the Appalachian Trail
",1,undefined
73966,4750,"
      We
",0,undefined
341956,18443,"
      Will Grayson, Will Grayson
",1,undefined
141436,6168,"
      The Wedding
",1,undefined
32636,1949,"
      Journey to the End of the Night
",1,undefined
706871,45727,"
      Sharp Objects
",0,undefined
134637,9473,"
      Thoughtless
",1,undefined
93681,4571,"
      Bitten
",1,undefined
138781,10026,"
      Fablehaven
",1,undefined
121103,8262,"
      A Moveable Feast
",0,undefined
35801,2618,"
      On the Beach
",0,undefined
31641,1021,"
      Lunar Park
",0,undefined
43787,2942,"
      Beach Music
",0,undefined
21074,1266,"
      Sometimes a Great Notion
",0,undefined
162034,11396,"
      The Murder of Roger Ackroyd
",1,undefined
86132,1333,"
      Shakespeare's Sonnets
",1,undefined
218499,11755,"
      Easy
",1,undefined
172581,5123,"
      This Lullaby
",0,undefined
276368,10307,"
      The Pact
",0,undefined
114026,5190,"
      Roll of Thunder, Hear My Cry
",1,undefined
601864,9605,"
      Deception Point
",0,undefined
177265,3753,"
      From Dead to Worse
",1,undefined
92906,4692,"
      Faefever
",1,undefined
152213,10460,"
      Onyx
",1,undefined
309264,12515,"
      The 5 Love Languages: The Secret to Love that Lasts
",0,undefined
176997,4527,"
      Dead and Gone
",1,undefined
85814,3745,"
      Fantasy Lover
",1,undefined
76441,5118,"
      Wings
",1,undefined
189410,3640,"
      All Together Dead
",1,undefined
234489,19572,"
      The Brief Wondrous Life of Oscar Wao
",0,undefined
83120,3981,"
      The Awakening / The Struggle
",1,undefined
151466,6036,"
      Passion
",1,undefined
359786,7477,"
      The Iliad
",1,undefined
227068,33022,"
      A Little Life
",0,undefined
89562,6369,"
      Disgrace
",0,undefined
300081,12287,"
      The Fountainhead
",0,undefined
77172,6199,"
      Into the Wild
",1,undefined
229462,22669,"
      Call Me By Your Name
",1,undefined
76304,3658,"
      Silas Marner
",0,undefined
199826,20773,"
      Every Day
",1,undefined
171387,6097,"
      Wizard and Glass
",1,undefined
55161,1177,"
      The Rime of the Ancient Mariner
",0,undefined
132631,6810,"
      Meditations
",0,undefined
55448,2015,"
      The Bhagavad Gita
",0,undefined
222751,7946,"
      The Drawing of the Three
",1,undefined
339840,13889,"
      Safe Haven
",0,undefined
66917,10529,"
      These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories
",1,undefined
595317,36071,"
      Dark Places
",0,undefined
128336,7753,"
      The Ruins of Gorlan
",1,undefined
51752,1982,"
      The Horse Whisperer
",0,undefined
92505,5033,"
      The Maltese Falcon
",0,undefined
5722,332,"
      The Man Without Qualities
",1,undefined
58017,5906,"
      Tiger's Curse
",1,undefined
19228,575,"
      Skagboys
",1,undefined
134104,5511,"
      Childhood's End
",0,undefined
37162,3001,"
      The Razor's Edge
",0,undefined
114757,3633,"
      Thus Spoke Zarathustra
",0,undefined
297197,15649,"
      The Well of Ascension
",1,undefined
137077,8435,"
      Hex Hall
",1,undefined
187967,6953,"
      Along for the Ride
",0,undefined
95307,6270,"
      All the Pretty Horses
",1,undefined
193655,23981,"
      An Ember in the Ashes
",1,undefined
107753,3878,"
      Redwall
",1,undefined
113333,4943,"
      Dead Witch Walking
",1,undefined
87994,5101,"
      White Noise
",0,undefined
277714,2154,"
      The Runaway Jury
",0,undefined
57193,2591,"
      Light in August
",0,undefined
87064,1843,"
      The Story of Ferdinand
",0,undefined
123750,7808,"
      Unearthly
",1,undefined
162732,5124,"
      The Guardian
",0,undefined
1028,120,"
      Walks Away Woman
",0,undefined
40188,1400,"
      The Far Pavilions
",0,undefined
71481,3258,"
      A Passage to India
",0,undefined
171851,9099,"
      Beastly
",1,undefined
179542,11829,"
      The Man in the High Castle
",0,undefined
141148,4886,"
      Suzanne's Diary for Nicholas
",0,undefined
138738,3978,"
      A Bend in the Road
",0,undefined
111950,3329,"
      The Pilgrim's Progress
",1,undefined
794657,9272,"
      The Devil Wears Prada
",1,undefined
94734,6054,"
      The Indigo Spell
",1,undefined
83041,2804,"
      At Grave's End
",1,undefined
134891,4952,"
      Blue Bloods
",1,undefined
144916,13734,"
      The Assassin's Blade
",1,undefined
151238,6911,"
      Eleven Minutes
",0,undefined
108383,4143,"
      A Doll's House
",0,undefined
153333,3431,"
      The Taming of the Shrew
",0,undefined
175871,4289,"
      The Tempest
",0,undefined
335101,11196,"
      A Study in Scarlet
",1,undefined
91506,5846,"
      The Dispossessed
",1,undefined
42459,2322,"
      Smilla's Sense of Snow
",0,undefined
40260,929,"
      Songs of Innocence and of Experience
",0,undefined
91413,2688,"
      The Last of the Mohicans
",1,undefined
2142,64,"
      Love is the Answer, God is the Cure: A True Story of Abuse, Betrayal and Unconditional Love
",0,undefined
3990,190,"
      The Past
",1,undefined
198327,10099,"
      Anansi Boys
",1,undefined
142317,5501,"
      Lock and Key
",0,undefined
107451,4319,"
      Lover Enshrined
",1,undefined
357668,12655,"
      Running with Scissors
",0,undefined
111327,5571,"
      The Great Divorce
",0,undefined
43758,1874,"
      Gödel, Escher, Bach: An Eternal Golden Braid
",0,undefined
93882,6060,"
      Let the Right One In
",0,undefined
80650,2586,"
      Hogfather
",1,undefined
54392,9433,"
      Forbidden
",0,undefined
401233,2567,"
      The Client
",0,undefined
69440,3257,"
      Birdsong: A Novel of Love and War
",1,undefined
317247,14509,"
      Hatchet
",1,undefined
302667,16613,"
      Storm Front
",1,undefined
123819,14515,"
      We Have Always Lived in the Castle
",0,undefined
63256,1580,"
      Magician
",1,undefined
50519,3497,"
      Valley of the Dolls
",0,undefined
142585,8927,"
      Point of Retreat
",1,undefined
5594,39,"
      Crossroads and the Himalayan Crystals
",1,undefined
114878,10347,"
      Across the Universe
",1,undefined
81753,5106,"
      Nightshade
",1,undefined
170845,21583,"
      Between Shades of Gray
",0,undefined
126209,10646,"
      The Mysterious Benedict Society
",1,undefined
3113,45,"
      Unblinded: One Man’s Courageous Journey through Darkness to Sight
",0,undefined
78321,2237,"
      The Kitchen God's Wife
",0,undefined
99266,4956,"
      The Iron Queen
",1,undefined
167426,2085,"
      Animal Farm / 1984
",0,undefined
85027,5913,"
      Fingersmith
",0,undefined
124446,3528,"
      Dirk Gently's Holistic Detective Agency
",1,undefined
90,78,"
      To Live and Die in Fantasyland
",1,undefined
56422,3662,"
      Swan Song
",0,undefined
214042,27402,"
      A Darker Shade of Magic
",1,undefined
52477,1430,"
      Eugene Onegin
",0,undefined
185953,10841,"
      The Short Second Life of Bree Tanner
",1,undefined
77503,3299,"
      Evernight
",1,undefined
398477,39104,"
      Everything, Everything
",0,undefined
52114,1568,"
      The Winds of War
",1,undefined
59188,3850,"
      The Collector
",0,undefined
88946,3922,"
      Cry Wolf
",1,undefined
75387,1683,"
      Memnoch the Devil
",1,undefined
127902,4098,"
      Helter Skelter: The True Story of the Manson Murders
",0,undefined
22364,1497,"
      A River Runs Through it and Other Stories
",0,undefined
193251,4714,"
      Timeline
",0,undefined
53329,2478,"
      Twenty Love Poems and a Song of Despair
",0,undefined
171325,9261,"
      On Dublin Street
",1,undefined
230235,23982,"
      The Absolutely True Diary of a Part-Time Indian
",0,undefined
120511,5684,"
      The Iron Daughter
",1,undefined
83123,3881,"
      Rules of Attraction
",1,undefined
41312,586,"
      Percy Jackson and the Olympians
",1,undefined
92605,2330,"
      The Stinky Cheese Man and Other Fairly Stupid Tales
",0,undefined
113551,3340,"
      School's Out—Forever
",1,undefined
79333,2480,"
      The Valley of Horses
",1,undefined
87779,2719,"
      Saving the World and Other Extreme Sports
",1,undefined
91667,3207,"
      A Scanner Darkly
",0,undefined
203442,25041,"
      Winter
",1,undefined
127346,8068,"
      For One More Day
",0,undefined
89813,3795,"
      Blue Moon
",1,undefined
66231,3333,"
      Tropic of Cancer
",1,undefined
127216,3251,"
      Awakened
",1,undefined
8386,81,"
      Unparalleled
",0,undefined
64690,4540,"
      Invisible Cities
",0,undefined
75054,4161,"
      Kushiel's Dart
",1,undefined
93924,2048,"
      This Present Darkness
",1,undefined
81012,1656,"
      Go, Dog. Go!
",0,undefined
73307,4560,"
      The Crying of Lot 49
",0,undefined
602925,35019,"
      The Immortal Life of Henrietta Lacks
",0,undefined
158145,5618,"
      Journey to the Center of the Earth
",1,undefined
199197,3599,"
      Life, the Universe and Everything
",1,undefined
256782,6252,"
      Maus: Un survivant raconte, tome 1: Mon père saigne l'histoire
",1,undefined
127353,8376,"
      The Complete Persepolis
",1,undefined
80847,6671,"
      Practical Magic
",1,undefined
96351,5251,"
      Bloodfever
",1,undefined
152351,5180,"
      The Way of Shadows
",1,undefined
8903,422,"
      Tales of H.P. Lovecraft
",0,undefined
38822,1826,"
      The Tin Drum
",1,undefined
55437,3280,"
      Momo
",0,undefined
111170,8713,"
      The Turn of the Screw
",0,undefined
176724,18204,"
      Lady Midnight
",1,undefined
132893,15833,"
      The Forty Rules of Love
",0,undefined
49850,3608,"
      A Town Like Alice
",0,undefined
84935,6402,"
      Half-Blood
",1,undefined
93400,6890,"
      Switched
",1,undefined
61743,3060,"
      Fall on Your Knees
",0,undefined
38555,4091,"
      Zorba the Greek
",0,undefined
56908,4393,"
      Till We Have Faces
",0,undefined
85204,9982,"
      Archer's Voice
",0,undefined
92571,2098,"
      Stones from the River
",1,undefined
7527,21,"
      More Than Love, A Husband's Tale
",0,undefined
112683,8132,"
      Forever
",1,undefined
29632,1349,"
      Germinal
",1,undefined
114484,4129,"
      Inkspell
",1,undefined
92972,7644,"
      Origin
",1,undefined
89173,4495,"
      Ubik
",0,undefined
109753,6704,"
      A Dirty Job
",1,undefined
580098,26372,"
      Outliers: The Story of Success
",0,undefined
166988,10148,"
      The Tale of Despereaux
",0,undefined
131976,6569,"
      Chronicle of a Death Foretold
",0,undefined
139062,3788,"
      Jaws
",1,undefined
143201,1471,"
      Brave New World / Brave New World Revisited
",0,undefined
169610,6127,"
      The Throne of Fire
",1,undefined
123086,7963,"
      A Room of One's Own
",0,undefined
28798,2418,"
      The Waves
",0,undefined
309244,28428,"
      And the Mountains Echoed
",0,undefined
142799,10385,"
      Year of Wonders
",0,undefined
79963,3250,"
      Mother Night
",0,undefined
33485,1328,"
      The Decameron
",0,undefined
107466,11984,"
      Stoner
",0,undefined
106567,5567,"
      The Color of Water: A Black Man's Tribute to His White Mother
",0,undefined
11074,184,"
      The Time Quartet Box Set
",1,undefined
66730,5222,"
      Starcrossed
",1,undefined
4464,44,"
      Dodging Satan: My Irish/Italian, Sometimes Awesome, But Mostly Creepy, Childhood
",0,undefined
169319,3950,"
      The Rescue
",0,undefined
10655,1009,"
      The Tale of Genji
",1,undefined
113721,4510,"
      Empire Falls
",0,undefined
155071,4556,"
      Nights in Rodanthe
",0,undefined
79861,2695,"
      Destined for an Early Grave
",1,undefined
94514,3642,"
      The Red Badge of Courage
",0,undefined
96079,2483,"
      Harriet the Spy
",1,undefined
84547,2265,"
      Hearts in Atlantis
",0,undefined
2010,12,"
      Exotic Neurotic
",0,undefined
71317,6216,"
      The Beekeeper's Apprentice
",1,undefined
280889,5213,"
      Red Dragon
",1,undefined
214759,4218,"
      Needful Things
",0,undefined
171089,9074,"
      The Blade Itself
",1,undefined
