url,title,author,num_ratings,avg_rating,awards,original_publish_year,norm_mean,norm_max_min
https://www.goodreads.com/book/show/40611328-ishmael,The Return of the King,Daniel Quinn,85496,3,,1955,-4.805,1.0
https://www.goodreads.com/book/show/838729.The_Return_of_the_King,Acheron,J.R.R. Tolkien,695220,4,,2008,4.195,10.0
https://www.goodreads.com/book/show/2299110.Acheron,Lady Chatterley's Lover,Sherrilyn Kenyon,55504,4,,1923,4.195,10.0
https://www.goodreads.com/book/show/32049.Lady_Chatterley_s_Lover,The Elite,D.H. Lawrence,104165,3,,2013,-4.805,1.0
https://www.goodreads.com/book/show/16248068-the-elite,Silence,Kiera Cass,448073,4,,2011,4.195,10.0
https://www.goodreads.com/book/show/10637766-silence,Nine Stories,Becca Fitzpatrick,248581,4,,1953,4.195,10.0
https://www.goodreads.com/book/show/4009.Nine_Stories,Persuasion,J.D. Salinger,136193,4,,1818,4.195,10.0
https://www.goodreads.com/book/show/2156.Persuasion,I Am Number Four,Jane Austen,535297,4,,2010,4.195,10.0
https://www.goodreads.com/book/show/7747374-i-am-number-four,Cutting for Stone,Pittacus Lore,317929,3,,2009,-4.805,1.0
https://www.goodreads.com/book/show/3591262-cutting-for-stone,Dead to the World,Abraham   Verghese,341247,4,,2004,4.195,10.0
https://www.goodreads.com/book/show/140077.Dead_to_the_World,Into Thin Air: A Personal Account of the Mount Everest Disaster,Charlaine Harris,249404,4,,1997,4.195,10.0
https://www.goodreads.com/book/show/1898.Into_Thin_Air,The Unbecoming of Mara Dyer,Jon Krakauer,405051,4,,2011,4.195,10.0
https://www.goodreads.com/book/show/11408650-the-unbecoming-of-mara-dyer,You Are Special,Michelle Hodkin,156231,4,,1997,4.195,10.0
https://www.goodreads.com/book/show/56728.You_Are_Special,Far From the Madding Crowd,Max Lucado,50093,4,,1874,4.195,10.0
https://www.goodreads.com/book/show/31463.Far_From_the_Madding_Crowd,Angelfall,Thomas Hardy,131610,3,,2011,-4.805,1.0
https://www.goodreads.com/book/show/15863832-angelfall,Little House on the Prairie,Susan Ee,170696,4,,1935,4.195,10.0
https://www.goodreads.com/book/show/77767.Little_House_on_the_Prairie,The Horse and His Boy,Laura Ingalls Wilder,259830,4,,1954,4.195,10.0
https://www.goodreads.com/book/show/84119.The_Horse_and_His_Boy,The Bronze Horseman,C.S. Lewis,283177,3,,2000,-4.805,1.0
https://www.goodreads.com/book/show/41014505-the-bronze-horseman,Sabriel,Paullina Simons,67813,4,,1995,4.195,10.0
https://www.goodreads.com/book/show/518848.Sabriel,The Zombie Room,Garth Nix,190765,4,,2012,4.195,10.0
